    Tlag_pop; 0.0508630064; 0.0060577836; 0.0004373063; 0.0002149643; 0.0004312992; 0.0002423893;-0.0006584392;-0.0001588394; 0.0009806954; 0.0009939961; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000;-0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000
      ka_pop; 0.0060577836; 0.0383056426;-0.0000433948;-0.0004646848;-0.0001727821;-0.0001586617; 0.0004526219; 0.0000593899;-0.0000002424;-0.0000141462; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000;-0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000
       V_pop; 0.0004373063;-0.0000433948; 0.0007654087; 0.0004496790; 0.0000103247; 0.0000040857;-0.0002828566; 0.0000115219; 0.0000680000; 0.0000649443; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000;-0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000
 beta_V_lw70; 0.0002149643;-0.0004646848; 0.0004496790; 0.0198981746; 0.0000062487; 0.0001439406; 0.0001833960; 0.0000173567;-0.0000348921;-0.0000298453; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000;-0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000
      Cl_pop; 0.0004312992;-0.0001727821; 0.0000103247; 0.0000062487; 0.0022515273; 0.0010699850; 0.0007059819;-0.0000319667;-0.0000388862;-0.0000355276; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000;-0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000
beta_Cl_lw70; 0.0002423893;-0.0001586617; 0.0000040857; 0.0001439406; 0.0010699850; 0.0633237143;-0.0007344281;-0.0000419953; 0.0000552093; 0.0000469306; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000;-0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000
    Imax_pop;-0.0006584392; 0.0004526219;-0.0002828566; 0.0001833960; 0.0007059819;-0.0007344281; 0.1814684924; 0.0099029409;-0.0051454106;-0.0057951937; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000;-0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000
    IC50_pop;-0.0001588394; 0.0000593899; 0.0000115219; 0.0000173567;-0.0000319667;-0.0000419953; 0.0099029409; 0.0086550917;-0.0003067494;-0.0002774174; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000;-0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000
     kin_pop; 0.0009806954;-0.0000002424; 0.0000680000;-0.0000348921;-0.0000388862; 0.0000552093;-0.0051454106;-0.0003067494; 0.0009915978; 0.0008958197; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000;-0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000
    kout_pop; 0.0009939961;-0.0000141462; 0.0000649443;-0.0000298453;-0.0000355276; 0.0000469306;-0.0057951937;-0.0002774174; 0.0008958197; 0.0009327494; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000;-0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000
  omega_Tlag; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0290593406;-0.0008938700;-0.0000037763;-0.0000067105;-0.0001683631; 0.0000020757; 0.0000375396;-0.0000194746; 0.0000006813;-0.0000149391;-0.0003323458
    omega_ka; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000;-0.0008938700; 0.0211061261;-0.0000038215;-0.0000033838;-0.0001507137; 0.0000006143; 0.0000155468;-0.0000075296; 0.0000835817;-0.0000317440;-0.0002035434
     omega_V; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000;-0.0000037763;-0.0000038215; 0.0004742343; 0.0000003736;-0.0000339735; 0.0000004041; 0.0000005904;-0.0000002159; 0.0000104976;-0.0000121838;-0.0000270190
    omega_Cl; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000; 0.0000000000;-0.0000067105;-0.0000033838; 0.0000003736; 0.0011521448;-0.0000875183;-0.0000003136;-0.0000006305; 0.0000003144;-0.0000129646; 0.0000000203;-0.0000023206
